contribution_count_1h,failed_payment_count,total_payment_count,device_shared_accounts,amount_z_score,ip_country_changes,new_account_days,profile_change_frequency,is_anomaly
0.0,0,4,0,-1.5003573510103756,0,142.0704924552606,0,0
0.0,0,1,0,-0.7096804459479487,0,374.4320389431352,1,0
1.0,0,3,0,0.22224472736981982,0,174.13285525129925,0,0
0.0,0,2,0,-1.301996230334006,0,368.9169385831363,0,0
1.0,0,0,0,0.49742983247178146,0,113.1484599642171,0,0
0.0,0,1,0,0.0066043454999199225,1,155.51833945424903,0,0
2.0,0,1,0,1.5728061083668503,0,353.30376574603235,0,0
1.0,0,1,0,1.230900343949522,1,267.9573444486564,0,0
0.0,0,1,0,1.2672072710949687,0,222.10540302424965,0,0
0.0,0,2,0,-0.3436843913230314,1,50.01788925379081,0,0
0.0,0,1,1,-1.2089854933119193,1,173.86830650300266,0,0
0.0,0,2,0,-0.6274299197150445,1,250.8545359512631,2,0
1.0,0,0,0,-1.0701299124274273,0,97.56695526916752,0,0
0.0,0,0,0,1.2370917965435462,0,365.60310376435746,0,0
0.0,1,0,0,0.7224008982405995,0,47.02313574412702,0,0
0.0,0,3,0,0.06605468991512324,0,365.9986120220706,0,0
0.0,0,1,0,-0.275043872201748,0,99.56819646758458,0,0
0.0,0,1,1,0.5857825827141442,0,195.36626096806145,0,0
1.0,0,1,0,1.005803301771476,0,88.21063433263566,0,0
1.0,0,1,0,1.2919303420116384,1,178.5168914650297,0,0
0.0,0,0,0,0.2016371613799245,0,395.9237749477716,1,0
1.0,0,0,1,0.725247974972527,0,68.29672153663263,0,0
0.0,0,4,1,-0.7895144427306974,1,185.32212098958146,0,0
1.0,0,2,0,-0.709472887392371,1,165.56961953785233,1,0
0.0,0,2,0,0.48822135082997,0,131.74775422397744,0,0
1.0,0,2,0,1.4929214195258993,0,344.5366342555665,0,0
0.0,0,1,0,0.8780473681665262,0,225.91286796134918,0,0
0.0,0,6,0,-0.4255363051353614,0,288.0855775433546,0,0
1.0,0,0,0,-0.4316606012270298,0,163.1244542680825,0,0
2.0,0,1,0,-1.4274739921323203,0,355.1488344024379,0,0
0.0,1,2,1,-0.1080131132803788,0,321.3965969699674,0,0
1.0,0,1,0,-0.24630482096791095,1,331.0498614146964,0,0
0.0,0,1,0,1.0969766327816701,0,305.63790924298786,1,0
0.0,0,1,0,-0.5703130060725242,0,28.42735568341538,0,0
1.0,0,4,0,0.48996352048537944,0,223.15254244264824,0,0
0.0,0,4,0,0.7296398660229347,1,68.32441917420789,1,0
1.0,0,3,0,0.27158277751977616,0,232.02979381471928,2,0
0.0,1,0,1,0.20842402921494113,0,196.10982010205922,0,0
0.0,0,5,0,-0.5635717312724364,1,256.7353358199063,0,0
0.0,0,2,0,0.326137597982701,0,110.70373046264685,0,0
1.0,0,4,0,-1.5976303859840137,1,207.75442609356128,0,0
0.0,0,0,0,-0.940042103052514,0,159.09023065765842,0,0
0.0,0,4,0,1.9701459319704293,0,34.406060297765045,1,0
0.0,5,9,0,2.9084908399243767,0,1.507919830346067,0,1
0.0,0,0,0,-1.3850232600559544,0,36.64829154027231,0,0
1.0,0,1,0,0.7560522379244504,0,229.9708283986722,0,0
2.0,0,3,0,0.399281623911548,0,37.27002230645202,0,0
0.0,0,0,0,-1.5273945326575906,0,161.2366621521017,0,0
1.0,0,2,0,-0.3334389946699993,0,39.10434421878375,0,0
0.0,0,0,0,0.9025966669384712,1,332.89652249944817,2,0
1.0,0,3,0,0.5617092445763274,2,25.73740622302429,0,0
0.0,0,2,0,1.6832631042338706,0,251.35378552120082,0,0
1.0,1,0,0,1.826377588814144,0,181.40635163666607,2,0
0.0,0,5,0,-0.9287787719641454,0,85.40404119343377,0,0
0.0,0,2,0,0.4444848710834235,1,25.801934824534328,0,0
0.0,0,1,0,1.696039650919367,0,184.60590308798655,0,0
0.0,0,0,0,0.5524581170262309,0,176.12121947780415,2,0
1.0,0,1,0,-0.860528236731523,0,73.8934592929898,2,0
0.0,0,2,1,0.49061372190499164,0,377.11055923292366,0,0
1.0,1,2,1,1.3371734162049005,1,239.3986105730368,1,0
1.0,0,2,0,1.46431547940505,0,101.47476133719108,0,0
1.0,0,0,0,0.7162656258601389,0,200.30601594693564,1,0
0.0,0,3,2,-0.1225387388319491,0,325.7240664859097,0,0
1.0,0,3,1,0.1451014753579057,1,388.8946593642736,0,0
0.0,0,1,0,-0.15650497776704464,0,379.6566813414377,0,0
0.0,0,3,0,0.1068304020145917,0,186.41669168869225,1,0
0.0,0,4,1,-0.601893172685305,0,39.39629081419159,0,0
1.0,0,1,0,-0.354276630595155,0,60.12359672784179,3,0
1.0,0,3,0,0.013388381778299555,0,377.05866023204453,2,0
0.0,0,3,0,0.01827406642021085,0,178.65789441242165,0,0
1.0,0,0,0,0.08840593414941356,0,209.14631241309266,2,0
0.0,0,2,0,1.483201070749952,0,93.52046331643116,0,0
0.0,0,3,0,0.41690039934789236,0,50.91512390120744,0,0
1.0,0,2,0,-0.959657680043908,0,292.85845643168756,0,0
1.0,0,3,0,0.35238435533915874,0,313.8130766615825,0,0
1.0,1,5,0,-0.8946131086188999,0,25.118411587262866,0,0
1.0,0,2,0,-0.277442914611448,2,64.24599617091474,0,0
0.0,0,4,0,-0.19721261641317323,0,47.154198368877786,0,0
1.0,0,0,0,-0.5700006636705297,0,249.70621141593418,0,0
0.0,0,2,0,-0.511476983195588,0,51.45253696504642,0,0
0.0,0,4,9,3.658662839104482,4,1.908548896425498,0,1
0.0,0,2,0,0.00440273671482616,0,347.34512510920257,2,0
0.0,0,0,0,0.6613360016927509,0,28.60539349476693,0,0
1.0,0,3,0,1.2678160587946352,1,128.91554582608512,0,0
0.0,0,1,0,-0.1746708564203147,0,368.5056188430697,1,0
1.0,0,0,1,-0.07519241070786625,0,370.33414487318,0,0
0.0,0,4,1,-0.11608782400603979,0,101.23671325013963,1,0
2.0,0,0,0,-2.556450348863569,0,230.29703147989477,0,0
0.0,0,1,0,0.9263474304329464,0,58.367708704952655,0,0
2.0,0,1,0,0.6224668056736564,0,115.78623919802153,2,0
0.0,1,3,0,-0.9093633753740646,0,179.03694343189537,1,0
0.0,0,2,0,0.8621351070918835,1,291.93775149653237,0,0
1.0,0,0,1,-0.733875179228218,0,252.95315464890646,0,0
0.0,0,5,0,-1.2531212047626301,0,248.25427321856648,0,0
0.0,0,3,0,0.9317860474611024,0,326.46530672079155,0,0
1.0,0,1,0,-0.7853195156248076,1,239.56820270287585,0,0
1.0,0,1,0,-0.22468683107389015,1,326.6541862549066,0,0
0.0,0,2,0,-0.05322178946199133,0,30.124498285419428,0,0
0.0,0,3,1,0.38319056683905506,1,73.41646760652468,0,0
0.0,0,2,0,0.11702208971656598,0,240.5743090131812,0,0
0.0,0,1,0,0.7895758705037877,0,321.43471549834607,0,0
0.0,0,2,0,0.27698178769652865,0,303.7370931952085,0,0
0.0,0,6,0,0.508986834971561,0,289.06275770891267,1,0
0.0,0,2,0,0.9754932567500689,0,398.8499057677912,0,0
2.0,0,1,0,1.153754643094408,0,76.18737928309304,0,0
0.0,0,1,0,0.1280838979946288,0,302.16246229205035,0,0
0.0,0,0,1,-1.672073987756059,0,220.5341272507733,0,0
1.0,0,2,1,-0.6768286974616973,0,74.65176485226594,0,0
3.0,0,1,1,-0.38987525519000155,0,296.31072981662106,0,0
1.0,0,3,1,1.2820509948087782,1,210.70216962533706,0,0
23.228735038843688,0,2,0,4.768654972232866,0,1.0225615697941648,0,1
0.0,0,2,0,-0.5186431288821411,0,345.92690878066685,0,0
0.0,0,4,1,0.8018217372480276,0,336.9062213955711,0,0
0.0,0,1,0,-0.19873905643953027,0,148.4434571392013,0,0
0.0,0,2,0,0.3590682367615102,0,290.8946646564351,1,0
2.0,0,1,0,-0.3466028561446743,0,391.88274216239415,0,0
0.0,0,2,0,-0.9294488736467175,0,242.37981763890969,0,0
0.0,1,1,0,0.6533865538783094,0,93.58980651604894,0,0
1.0,0,1,0,0.022890454195766678,0,86.99987193630423,0,0
1.0,0,1,0,0.9026153556575237,0,339.0174206890871,1,0
